"ranking","municipio","IDHM_2010","IDHM_renda","IDHM_longevidade","IDHM_educação","estado"
"4590 º","Condeúba",0.582,0.559,0.789,0.447,"BA"
"4590 º","Aricanduva",0.582,0.553,0.787,0.454,"MG"
"4590 º","Loreto",0.582,0.516,0.771,0.495,"MA"
"4590 º","Maracaçumé",0.582,0.546,0.719,0.501,"MA"
"4590 º","São Domingos do Maranhão",0.582,0.549,0.713,0.504,"MA"
"4590 º","Ubaíra",0.582,0.581,0.759,0.447,"BA"
"4590 º","Catolândia",0.582,0.554,0.786,0.452,"BA"
"4590 º","Vertentes",0.582,0.602,0.728,0.45,"PE"
"4590 º","Alhandra",0.582,0.544,0.778,0.465,"PB"
"4590 º","Alagoa Grande",0.582,0.576,0.797,0.43,"PB"
"4590 º","Itatim",0.582,0.55,0.782,0.459,"BA"
"4590 º","Serra de São Bento",0.582,0.551,0.741,0.482,"RN"
"4590 º","Medicilândia",0.582,0.605,0.8,0.408,"PA"
"4590 º","Curuçá",0.582,0.542,0.758,0.48,"PA"
"4590 º","Isaías Coelho",0.582,0.628,0.767,0.41,"PI"
"4590 º","Lagoa Salgada",0.582,0.551,0.771,0.464,"RN"
"4590 º","Júlio Borges",0.582,0.5,0.777,0.508,"PI"
"4590 º","Iracema",0.582,0.56,0.81,0.434,"RR"
"4590 º","Rubelita",0.582,0.552,0.808,0.443,"MG"
"4590 º","Bento Fernandes",0.582,0.542,0.737,0.494,"RN"
"4590 º","Manicoré",0.582,0.58,0.747,0.456,"AM"
"4590 º","São João da Serra",0.582,0.545,0.757,0.478,"PI"
"4590 º","Mombaça",0.582,0.549,0.735,0.489,"CE"
"4590 º","Acajutiba",0.582,0.56,0.723,0.487,"BA"
"4614 º","Baía da Traição",0.581,0.541,0.731,0.495,"PB"
"4614 º","Darcinópolis",0.581,0.597,0.764,0.429,"TO"
"4614 º","Vila Nova dos Martírios",0.581,0.555,0.718,0.491,"MA"
"4614 º","Curaçá",0.581,0.544,0.778,0.463,"BA"
"4614 º","São Sebastião do Maranhão",0.581,0.564,0.816,0.427,"MG"
"4614 º","Mata Verde",0.581,0.581,0.749,0.45,"MG"
"4614 º","Anapurus",0.581,0.511,0.764,0.502,"MA"
"4614 º","Mascote",0.581,0.567,0.744,0.464,"BA"
"4614 º","Cabaceiras do Paraguaçu",0.581,0.525,0.763,0.49,"BA"
"4614 º","Poranga",0.581,0.527,0.746,0.5,"CE"
"4614 º","Anajatuba",0.581,0.523,0.762,0.492,"MA"
"4614 º","Tenório",0.581,0.565,0.707,0.49,"PB"
"4614 º","Aracatu",0.581,0.591,0.754,0.439,"BA"
"4614 º","São Sebastião do Umbuzeiro",0.581,0.561,0.763,0.459,"PB"
"4614 º","Nova Ipixuna",0.581,0.59,0.766,0.435,"PA"
"4614 º","Lima Campos",0.581,0.578,0.705,0.481,"MA"
"4614 º","Sigefredo Pacheco",0.581,0.518,0.764,0.496,"PI"
"4614 º","Lago do Junco",0.581,0.537,0.741,0.492,"MA"
"4614 º","Camacan",0.581,0.608,0.768,0.419,"BA"
"4614 º","São José do Brejo do Cruz",0.581,0.535,0.776,0.473,"PB"
"4614 º","Nova Olinda do Maranhão",0.581,0.536,0.755,0.484,"MA"
"4614 º","Peixe-Boi",0.581,0.543,0.754,0.478,"PA"
"4614 º","Moraújo",0.581,0.495,0.768,0.516,"CE"
"4614 º","Congo",0.581,0.562,0.731,0.477,"PB"
"4638 º","Limoeiro de Anadia",0.58,0.575,0.742,0.457,"AL"
"4638 º","Fervedouro",0.58,0.583,0.796,0.42,"MG"
"4638 º","Paraibano",0.58,0.572,0.723,0.473,"MA"
"4638 º","Indiaroba",0.58,0.533,0.772,0.475,"SE"
"4638 º","Tamboril",0.58,0.526,0.779,0.476,"CE"
"4638 º","Jaguaquara",0.58,0.586,0.747,0.446,"BA"
"4638 º","Maurilândia do Tocantins",0.58,0.542,0.724,0.498,"TO"
"4638 º","Amaraji",0.58,0.575,0.748,0.454,"PE"
"4638 º","Fortuna",0.58,0.558,0.706,0.494,"MA"
"4638 º","São Francisco",0.58,0.56,0.726,0.481,"PB"
"4638 º","São Bento",0.58,0.597,0.769,0.424,"PB"
"4638 º","Ibirajuba",0.58,0.545,0.753,0.476,"PE"
"4638 º","Ponto Novo",0.58,0.539,0.762,0.475,"BA"
"4638 º","Desterro",0.58,0.551,0.724,0.49,"PB"
"4638 º","Elesbão Veloso",0.58,0.573,0.758,0.45,"PI"
"4638 º","Primavera",0.58,0.572,0.767,0.444,"PE"
"4654 º","Tanque do Piauí",0.579,0.553,0.704,0.499,"PI"
"4654 º","Cordeiros",0.579,0.561,0.763,0.454,"BA"
"4654 º","Umbaúba",0.579,0.567,0.719,0.476,"SE"
"4654 º","Juarez Távora",0.579,0.544,0.768,0.465,"PB"
"4654 º","São Desidério",0.579,0.584,0.742,0.449,"BA"
"4654 º","Cachoeirinha",0.579,0.587,0.753,0.439,"PE"
"4654 º","Pilar",0.579,0.544,0.775,0.461,"PB"
"4654 º","Sucupira do Norte",0.579,0.526,0.731,0.505,"MA"
"4654 º","Areia Branca",0.579,0.579,0.773,0.434,"SE"
"4654 º","Remanso",0.579,0.569,0.757,0.451,"BA"
"4654 º","Banzaê",0.579,0.539,0.769,0.468,"BA"
"4654 º","Lagoa do Tocantins",0.579,0.543,0.758,0.471,"TO"
"4654 º","Ipaporanga",0.579,0.502,0.766,0.506,"CE"
"4654 º","Cipotânea",0.579,0.592,0.75,0.437,"MG"
"4654 º","Tucano",0.579,0.596,0.712,0.458,"BA"
"4654 º","Canguaretama",0.579,0.557,0.718,0.486,"RN"
"4670 º","Aparecida",0.578,0.567,0.747,0.456,"PB"
"4670 º","Belém de Maria",0.578,0.537,0.749,0.479,"PE"
"4670 º","Machados",0.578,0.541,0.767,0.466,"PE"
"4670 º","Alcantil",0.578,0.55,0.765,0.458,"PB"
"4670 º","Taperoá",0.578,0.564,0.749,0.456,"PB"
"4670 º","Caririaçu",0.578,0.549,0.73,0.483,"CE"
"4670 º","Baião",0.578,0.538,0.77,0.467,"PA"
"4670 º","Curuá",0.578,0.501,0.78,0.495,"PA"
"4670 º","Piritiba",0.578,0.566,0.76,0.449,"BA"
"4670 º","Belém do Brejo do Cruz",0.578,0.55,0.779,0.451,"PB"
"4670 º","Riachão das Neves",0.578,0.527,0.779,0.471,"BA"
"4670 º","Alvorada do Gurguéia",0.578,0.52,0.749,0.496,"PI"
"4670 º","Aquidabã",0.578,0.573,0.747,0.452,"SE"
"4670 º","São José do Bonfim",0.578,0.549,0.713,0.493,"PB"
"4670 º","Cachoeira de Pajeú",0.578,0.563,0.771,0.444,"MG"
"4670 º","Monte Alegre do Piauí",0.578,0.531,0.768,0.474,"PI"
"4670 º","Terra Nova",0.578,0.581,0.7,0.474,"BA"
"4670 º","Firmino Alves",0.578,0.596,0.699,0.464,"BA"
"4670 º","Malhada de Pedras",0.578,0.549,0.747,0.471,"BA"
"4670 º","Itamari",0.578,0.595,0.713,0.454,"BA"
"4670 º","Coronel João Pessoa",0.578,0.549,0.748,0.471,"RN"
"4670 º","Itambé",0.578,0.589,0.75,0.436,"BA"
"4670 º","Bacuri",0.578,0.54,0.737,0.484,"MA"
"4670 º","Antônio Martins",0.578,0.554,0.76,0.458,"RN"
"4670 º","Quixabeira",0.578,0.547,0.753,0.469,"BA"
"4695 º","Cametá",0.577,0.538,0.754,0.474,"PA"
"4695 º","Primavera",0.577,0.571,0.772,0.435,"PA"
"4695 º","Brasileira",0.577,0.572,0.752,0.446,"PI"
"4695 º","Francisco Ayres",0.577,0.565,0.756,0.45,"PI"
"4695 º","Tanhaçu",0.577,0.565,0.772,0.44,"BA"
"4695 º","Barra D'Alcântara",0.577,0.526,0.777,0.471,"PI"
"4695 º","São Sebastião do Uatumã",0.577,0.561,0.739,0.464,"AM"
"4695 º","Quixaba",0.577,0.53,0.752,0.482,"PE"
"4695 º","Santa Cruz de Salinas",0.577,0.548,0.757,0.463,"MG"
"4695 º","Gracho Cardoso",0.577,0.562,0.729,0.468,"SE"
"4695 º","Contendas do Sincorá",0.577,0.579,0.695,0.477,"BA"
"4695 º","Vereda",0.577,0.568,0.777,0.436,"BA"
"4695 º","Santa Cruz dos Milagres",0.577,0.524,0.719,0.509,"PI"
"4695 º","Barra do Rocha",0.577,0.585,0.705,0.465,"BA"
"4695 º","Nossa Senhora Aparecida",0.577,0.577,0.774,0.43,"SE"
"4695 º","Autazes",0.577,0.539,0.799,0.446,"AM"
"4695 º","Ibaretama",0.577,0.517,0.759,0.489,"CE"
"4695 º","Paripiranga",0.577,0.567,0.717,0.472,"BA"
"4695 º","União",0.577,0.542,0.781,0.453,"PI"
"4695 º","Pindobaçu",0.577,0.527,0.757,0.482,"BA"
"4695 º","São José de Espinharas",0.577,0.543,0.79,0.448,"PB"
"4695 º","Barra de Guabiraba",0.577,0.558,0.726,0.474,"PE"
"4695 º","Mar Vermelho",0.577,0.54,0.766,0.465,"AL"
"4718 º","João Alfredo",0.576,0.569,0.72,0.466,"PE"
"4718 º","Itaubal",0.576,0.528,0.758,0.477,"AP"
"4718 º","Ibirataia",0.576,0.571,0.789,0.424,"BA"
"4718 º","Goiatins",0.576,0.541,0.765,0.462,"TO"
"4718 º","Olho D'Água do Piauí",0.576,0.537,0.746,0.477,"PI"
"4718 º","Irajuba",0.576,0.544,0.776,0.453,"BA"
"4718 º","Canto do Buriti",0.576,0.571,0.724,0.462,"PI"
"4718 º","Carinhanha",0.576,0.525,0.763,0.477,"BA"
"4718 º","Nazaré do Piauí",0.576,0.531,0.707,0.51,"PI"
"4718 º","Exu",0.576,0.543,0.775,0.454,"PE"
"4718 º","Maiquinique",0.576,0.586,0.69,0.472,"BA"
"4718 º","Rio do Antônio",0.576,0.555,0.74,0.465,"BA"
"4718 º","Frei Miguelinho",0.576,0.575,0.758,0.438,"PE"
"4718 º","Riachão",0.576,0.572,0.757,0.442,"MA"
"4718 º","Tarrafas",0.576,0.529,0.751,0.482,"CE"
"4718 º","Pirapemas",0.576,0.501,0.741,0.514,"MA"
"4718 º","Alagoa Nova",0.576,0.567,0.749,0.451,"PB"
"4718 º","Coroatá",0.576,0.545,0.737,0.475,"MA"
"4718 º","Bela Vista do Piauí",0.576,0.52,0.709,0.519,"PI"
"4718 º","Gongogi",0.576,0.543,0.773,0.456,"BA"
"4718 º","Água Boa",0.576,0.594,0.799,0.403,"MG"
"4718 º","Poção de Pedras",0.576,0.543,0.732,0.481,"MA"
"4718 º","Porto Acre",0.576,0.593,0.771,0.418,"AC"
"4718 º","Vila Flor",0.576,0.561,0.722,0.471,"RN"
"4742 º","Piripá",0.575,0.547,0.768,0.453,"BA"
"4742 º","Saboeiro",0.575,0.533,0.715,0.499,"CE"
"4742 º","Montes Altos",0.575,0.534,0.732,0.486,"MA"
"4742 º","Belo Campo",0.575,0.562,0.76,0.444,"BA"
"4742 º","Jupi",0.575,0.56,0.698,0.487,"PE"
"4742 º","Parnaguá",0.575,0.526,0.777,0.464,"PI"
"4742 º","Junqueiro",0.575,0.586,0.714,0.454,"AL"
"4742 º","Mocajuba",0.575,0.539,0.754,0.467,"PA"
"4742 º","Jaqueira",0.575,0.557,0.751,0.454,"PE"
"4742 º","Paes Landim",0.575,0.537,0.721,0.492,"PI"
"4742 º","Itambé",0.575,0.566,0.727,0.463,"PE"
"4742 º","Botuporã",0.575,0.543,0.754,0.464,"BA"
"4742 º","Simões",0.575,0.56,0.771,0.44,"PI"
"4742 º","Capixaba",0.575,0.601,0.794,0.398,"AC"
"4742 º","Abaré",0.575,0.533,0.776,0.46,"BA"
"4742 º","Barra da Estiva",0.575,0.566,0.717,0.469,"BA"
"4742 º","Aratuípe",0.575,0.57,0.753,0.443,"BA"
"4742 º","Jitaúna",0.575,0.563,0.704,0.479,"BA"
"4742 º","Chã Preta",0.575,0.537,0.737,0.481,"AL"
"4742 º","Boa Hora",0.575,0.534,0.772,0.46,"PI"
"4742 º","Olinda Nova do Maranhão",0.575,0.495,0.724,0.531,"MA"
"4742 º","Várzea do Poço",0.575,0.581,0.707,0.462,"BA"
"4764 º","Riachão",0.574,0.515,0.763,0.481,"PB"
"4764 º","Baraúna",0.574,0.562,0.756,0.446,"RN"
"4764 º","Santa Inês",0.574,0.571,0.704,0.47,"BA"
"4764 º","Igrapiúna",0.574,0.565,0.789,0.424,"BA"
"4764 º","Brejinho",0.574,0.563,0.681,0.493,"PE"
"4764 º","Pedra Lavrada",0.574,0.564,0.733,0.458,"PB"
"4764 º","São Félix do Tocantins",0.574,NA,0.771,0.446,"TO"
"4764 º","Santo Antônio do Jacinto",0.574,0.575,0.772,0.427,"MG"
"4764 º","Carutapera",0.574,0.533,0.747,0.476,"MA"
"4764 º","Buriti dos Montes",0.574,0.527,0.78,0.46,"PI"
"4764 º","Maragogi",0.574,0.556,0.766,0.443,"AL"
"4764 º","Iaçu",0.574,0.588,0.697,0.461,"BA"
"4764 º","Pau D'Arco",0.574,0.571,0.748,0.443,"PA"
"4764 º","Catingueira",0.574,0.553,0.753,0.455,"PB"
"4764 º","Januário Cicco",0.574,0.511,0.771,0.481,"RN"
"4764 º","Pindoba",0.574,0.579,0.703,0.465,"AL"
"4764 º","Benjamin Constant",0.574,0.526,0.763,0.471,"AM"
"4764 º","Santana do Piauí",0.574,0.539,0.736,0.476,"PI"
"4764 º","Mogeiro",0.574,0.538,0.732,0.481,"PB"
"4764 º","Caiçara do Norte",0.574,0.572,0.727,0.454,"RN"
"4764 º","Bonito de Santa Fé",0.574,0.564,0.786,0.427,"PB"
"4764 º","Barreirinha",0.574,0.469,0.774,0.522,"AM"
"4786 º","Manoel Emídio",0.573,0.534,0.758,0.466,"PI"
"4786 º","Ipueiras",0.573,0.534,0.735,0.479,"CE"
"4786 º","Pedra Bonita",0.573,0.557,0.74,0.457,"MG"
"4786 º","São José da Laje",0.573,0.574,0.755,0.434,"AL"
"4786 º","São Sebastião do Tocantins",0.573,0.516,0.748,0.487,"TO"
"4786 º","Capela",0.573,0.554,0.743,0.456,"AL"
"4786 º","Nova Olinda",0.573,0.557,0.744,0.453,"PB"
"4786 º","Carnaubeira da Penha",0.573,0.491,0.755,0.508,"PE"
"4786 º","Cerro Azul",0.573,0.604,0.797,0.391,"PR"
"4786 º","Caldeirão Grande",0.573,0.526,0.758,0.473,"BA"
"4786 º","São José do Peixe",0.573,0.548,0.766,0.449,"PI"
"4786 º","Sossêgo",0.573,0.531,0.769,0.46,"PB"
"4786 º","Alcântara",0.573,0.525,0.753,0.475,"MA"
"4786 º","Tacaratu",0.573,0.521,0.711,0.507,"PE"
"4786 º","Cristalândia do Piauí",0.573,0.521,0.77,0.469,"PI"
"4786 º","Sobrado",0.573,0.525,0.753,0.477,"PB"
"4802 º","Alvorada de Minas",0.572,0.57,0.794,0.414,"MG"
"4802 º","São Brás",0.572,0.533,0.732,0.48,"AL"
"4802 º","Piaçabuçu",0.572,0.538,0.727,0.479,"AL"
"4802 º","Ouricuri",0.572,0.578,0.773,0.419,"PE"
"4802 º","Cumaru",0.572,0.553,0.72,0.47,"PE"
"4802 º","Angelim",0.572,0.555,0.751,0.448,"PE"
"4802 º","Santa Inês",0.572,0.54,0.706,0.492,"PB"
"4802 º","Olho D'Água",0.572,0.533,0.776,0.452,"PB"
"4802 º","Maturéia",0.572,0.54,0.73,0.474,"PB"
"4802 º","Itaeté",0.572,0.536,0.719,0.485,"BA"
"4802 º","Barra de São Miguel",0.572,0.584,0.728,0.44,"PB"
"4802 º","Água Branca",0.572,0.542,0.712,0.484,"PB"
"4802 º","Itapebi",0.572,0.568,0.718,0.458,"BA"
"4802 º","Touros",0.572,0.562,0.716,0.466,"RN"
"4802 º","Sítio Novo",0.572,0.528,0.722,0.491,"RN"
"4802 º","Mairi",0.572,0.575,0.744,0.438,"BA"
"4802 º","Matina",0.572,0.538,0.74,0.469,"BA"
"4802 º","Planaltino",0.572,0.573,0.708,0.462,"BA"
"4802 º","Rio Real",0.572,0.568,0.729,0.452,"BA"
"4802 º","Rio Grande do Piauí",0.572,0.552,0.767,0.442,"PI"
"4802 º","Tuntum",0.572,0.534,0.726,0.483,"MA"
"4802 º","São Bernardo",0.572,0.514,0.762,0.479,"MA"
"4802 º","Governador Eugênio Barros",0.572,0.55,0.736,0.462,"MA"
"4802 º","Riachinho",0.572,0.503,0.76,0.49,"TO"
"4802 º","Inhangapi",0.572,0.55,0.748,0.456,"PA"
"4827 º","Vieirópolis",0.571,0.537,0.762,0.455,"PB"
"4827 º","Calumbi",0.571,0.567,0.715,0.46,"PE"
"4827 º","Várzea Grande",0.571,0.554,0.708,0.474,"PI"
"4827 º","Santa Helena",0.571,0.531,0.746,0.471,"MA"
"4827 º","Novo Cruzeiro",0.571,0.562,0.797,0.415,"MG"
"4827 º","Itapitanga",0.571,0.536,0.764,0.454,"BA"
"4827 º","Pedro Ii",0.571,0.566,0.767,0.428,"PI"
"4827 º","Barroquinha",0.571,0.512,0.72,0.505,"CE"
"4827 º","Jussara",0.571,0.544,0.72,0.476,"BA"
"4827 º","Viçosa do Ceará",0.571,0.521,0.753,0.475,"CE"
"4827 º","Caturama",0.571,0.543,0.77,0.446,"BA"
"4827 º","Piatã",0.571,0.543,0.769,0.447,"BA"
"4827 º","Iramaia",0.571,0.543,0.74,0.463,"BA"
"4827 º","Palmeirante",0.571,0.564,0.756,0.436,"TO"
"4841 º","Lizarda",0.57,0.584,0.765,0.415,"TO"
"4841 º","Maracanã",0.57,0.534,0.764,0.454,"PA"
"4841 º","Juazeiro do Piauí",0.57,0.522,0.753,0.47,"PI"
"4841 º","Cuitegi",0.57,0.563,0.732,0.45,"PB"
"4841 º","Graça",0.57,0.514,0.755,0.477,"CE"
"4841 º","Graça Aranha",0.57,0.538,0.748,0.459,"MA"
"4841 º","Pitimbu",0.57,0.538,0.753,0.456,"PB"
"4841 º","Parambu",0.57,0.526,0.764,0.46,"CE"
"4841 º","Barreirinhas",0.57,0.515,0.752,0.479,"MA"
"4841 º","Santo Antônio do Retiro",0.57,0.504,0.784,0.469,"MG"
"4841 º","Nova Ibiá",0.57,0.62,0.714,0.419,"BA"
"4841 º","Riacho das Almas",0.57,0.586,0.757,0.418,"PE"
"4841 º","São Francisco do Piauí",0.57,0.557,0.744,0.448,"PI"
"4841 º","Brotas de Macaúbas",0.57,0.552,0.754,0.445,"BA"
"4841 º","Vitorino Freire",0.57,0.563,0.688,0.477,"MA"
"4841 º","Esperantina",0.57,0.495,0.715,0.524,"TO"
"4841 º","São João",0.57,0.565,0.768,0.426,"PE"
"4841 º","Lagoa de Dentro",0.57,0.539,0.772,0.444,"PB"
"4841 º","Casa Nova",0.57,0.577,0.736,0.435,"BA"
"4841 º","Araças",0.57,0.54,0.744,0.462,"BA"
"4841 º","Serra Redonda",0.57,0.565,0.772,0.424,"PB"
"4841 º","Campo Alegre",0.57,0.531,0.742,0.47,"AL"
"4841 º","Senador Georgino Avelino",0.57,0.543,0.748,0.455,"RN"
"4841 º","Ituaçu",0.57,0.565,0.77,0.425,"BA"
"4841 º","Japaratinga",0.57,0.56,0.735,0.451,"AL"
"4841 º","Novo Airão",0.57,0.551,0.776,0.434,"AM"
"4841 º","Mata Roma",0.57,0.483,0.776,0.494,"MA"
"4841 º","Juru",0.57,0.552,0.758,0.443,"PB"
"4869 º","Rio do Fogo",0.569,0.546,0.738,0.457,"RN"
"4869 º","Taipu",0.569,0.544,0.778,0.435,"RN"
"4869 º","Aiuaba",0.569,0.518,0.749,0.474,"CE"
"4869 º","Japi",0.569,0.528,0.726,0.48,"RN"
"4869 º","Caapiranga",0.569,0.544,0.775,0.436,"AM"
"4869 º","Centenário",0.569,0.571,0.7,0.461,"TO"
"4869 º","Maravilha",0.569,0.539,0.742,0.46,"AL"
"4869 º","Sapé",0.569,0.563,0.711,0.461,"PB"
"4869 º","Guajeru",0.569,0.548,0.77,0.437,"BA"
"4869 º","Jandaíra",0.569,0.561,0.709,0.462,"RN"
"4869 º","Igarapé do Meio",0.569,0.53,0.687,0.506,"MA"
"4869 º","Canhoba",0.569,0.553,0.722,0.462,"SE"
"4869 º","Panelas",0.569,0.546,0.778,0.433,"PE"
"4869 º","Governador Nunes Freire",0.569,0.54,0.722,0.472,"MA"
"4869 º","São João da Ponte",0.569,0.559,0.786,0.419,"MG"
"4884 º","Messias",0.568,0.557,0.714,0.46,"AL"
"4884 º","Igreja Nova",0.568,0.556,0.771,0.428,"AL"
"4884 º","Gonçalves Dias",0.568,0.542,0.758,0.445,"MA"
"4884 º","Anadia",0.568,0.546,0.756,0.444,"AL"
"4884 º","Careiro da Várzea",0.568,0.523,0.779,0.45,"AM"
"4884 º","Congonhas do Norte",0.568,0.566,0.746,0.433,"MG"
"4884 º","Cortês",0.568,0.541,0.707,0.478,"PE"
"4884 º","Salgado de São Félix",0.568,0.531,0.77,0.448,"PB"
"4884 º","General Sampaio",0.568,0.548,0.744,0.449,"CE"
"4884 º","Ourém",0.568,0.575,0.727,0.438,"PA"
"4884 º","Aurelino Leal",0.568,0.555,0.759,0.434,"BA"
"4884 º","Riacho dos Cavalos",0.568,0.546,0.752,0.447,"PB"
"4884 º","Breu Branco",0.568,0.555,0.781,0.422,"PA"
"4884 º","Porto da Folha",0.568,0.537,0.739,0.462,"SE"
"4884 º","Pedro Velho",0.568,0.562,0.738,0.442,"RN"
"4884 º","Bananeiras",0.568,0.555,0.766,0.43,"PB"
"4884 º","Caldas Brandão",0.568,0.562,0.723,0.451,"PB"
"4884 º","Apicum-Açu",0.568,0.529,0.718,0.483,"MA"
"4884 º","Sucupira do Riachão",0.568,0.538,0.761,0.447,"MA"
"4903 º","Pureza",0.567,0.516,0.774,0.456,"RN"
"4903 º","Jussari",0.567,0.577,0.699,0.451,"BA"
"4903 º","Rodrigues Alves",0.567,0.518,0.736,0.477,"AC"
"4903 º","Camalaú",0.567,0.549,0.77,0.431,"PB"
"4903 º","Santa Rosa do Piauí",0.567,0.539,0.699,0.483,"PI"
"4903 º","Boa Nova",0.567,0.535,0.753,0.453,"BA"
"4903 º","Juazeirinho",0.567,0.557,0.753,0.435,"PB"
"4903 º","Barra de Santana",0.567,0.526,0.747,0.465,"PB"
"4903 º","Magalhães de Almeida",0.567,0.502,0.729,0.499,"MA"
"4903 º","Araruna",0.567,0.549,0.758,0.439,"PB"
"4903 º","Canindé de São Francisco",0.567,0.566,0.741,0.435,"SE"
"4903 º","Massaranduba",0.567,0.552,0.747,0.441,"PB"
"4903 º","Santa Helena de Minas",0.567,0.531,0.723,0.474,"MG"
"4903 º","Euclides da Cunha",0.567,0.565,0.749,0.43,"BA"
"4903 º","Casinhas",0.567,0.518,0.721,0.489,"PE"
"4903 º","Nova Redenção",0.567,0.534,0.723,0.471,"BA"
"4903 º","Pedra",0.567,0.55,0.743,0.445,"PE"
"4903 º","São Miguel do Aleixo",0.567,0.571,0.753,0.424,"SE"
"4921 º","Nova Colinas",0.566,0.502,0.749,0.481,"MA"
"4921 º","Barcelona",0.566,0.564,0.726,0.442,"RN"
"4921 º","Major Isidoro",0.566,0.566,0.755,0.424,"AL"
"4921 º","Santo Antônio dos Lopes",0.566,0.547,0.714,0.465,"MA"
"4921 º","Concórdia do Pará",0.566,0.56,0.741,0.438,"PA"
"4921 º","Cubati",0.566,0.545,0.742,0.448,"PB"
"4921 º","Pimenteiras",0.566,0.553,0.774,0.423,"PI"
"4921 º","Teofilândia",0.566,0.571,0.737,0.431,"BA"
"4921 º","Jatobá do Piauí",0.566,0.525,0.78,0.442,"PI"
"4921 º","Uruoca",0.566,0.503,0.745,0.485,"CE"
"4921 º","Livramento",0.566,0.523,0.732,0.473,"PB"
"4921 º","Manoel Vitorino",0.566,0.538,0.741,0.456,"BA"
"4921 º","Vista Serrana",0.566,0.554,0.773,0.424,"PB"
"4921 º","Cristino Castro",0.566,0.586,0.713,0.434,"PI"
"4921 º","Mulungu do Morro",0.566,0.517,0.753,0.466,"BA"
"4921 º","Lagoa do Mato",0.566,0.525,0.726,0.475,"MA"
"4921 º","São José do Jacuri",0.566,0.582,0.749,0.417,"MG"
"4921 º","Calçado",0.566,0.529,0.731,0.468,"PE"
"4921 º","Serra Preta",0.566,0.541,0.732,0.459,"BA"
"4921 º","Taperoá",0.566,0.566,0.754,0.426,"BA"
"4941 º","Prata do Piauí",0.565,0.527,0.764,0.448,"PI"
"4941 º","Sambaíba",0.565,0.542,0.728,0.456,"MA"
"4941 º","Senhora do Porto",0.565,0.595,0.802,0.378,"MG"
"4941 º","São José do Divino",0.565,0.529,0.775,0.44,"PI"
"4941 º","Buritirama",0.565,0.504,0.761,0.471,"BA"
"4941 º","Boa Vista do Ramos",0.565,0.496,0.75,0.484,"AM"
"4941 º","Governador Archer",0.565,0.545,0.687,0.481,"MA"
"4941 º","Inhambupe",0.565,0.556,0.757,0.429,"BA"
"4941 º","Camamu",0.565,0.562,0.71,0.452,"BA"
"4941 º","Jardim de Angicos",0.565,0.557,0.74,0.437,"RN"
"4941 º","Palmópolis",0.565,0.559,0.738,0.437,"MG"
"4941 º","Canápolis",0.565,0.531,0.732,0.463,"BA"
"4941 º","Olho D'Água das Flores",0.565,0.568,0.752,0.422,"AL"
"4941 º","São José de Caiana",0.565,0.545,0.762,0.434,"PB"
"4941 º","São José de Princesa",0.565,0.533,0.765,0.443,"PB"
"4941 º","Mulungu",0.565,0.548,0.778,0.423,"PB"
"4941 º","Coivaras",0.565,0.543,0.732,0.453,"PI"
"4941 º","Mato Grosso",0.565,0.566,0.76,0.419,"PB"
"4941 º","Feliz Deserto",0.565,0.55,0.708,0.462,"AL"
"4941 º","Buriti dos Lopes",0.565,0.544,0.735,0.452,"PI"
"4941 º","Cantanhede",0.565,0.497,0.774,0.468,"MA"
"4941 º","Filadélfia",0.565,0.553,0.726,0.45,"BA"
"4941 º","Bodocó",0.565,0.543,0.745,0.445,"PE"
"4941 º","Vila Nova do Piauí",0.565,0.559,0.685,0.471,"PI"
"4965 º","Peritoró",0.564,0.499,0.774,0.464,"MA"
"4965 º","Gararu",0.564,0.544,0.783,0.422,"SE"
"4965 º","Sítio Novo",0.564,0.509,0.774,0.456,"MA"
"4965 º","Pio Ix",0.564,0.538,0.758,0.44,"PI"
"4965 º","Galinhos",0.564,0.578,0.723,0.429,"RN"
"4965 º","Pilõezinhos",0.564,0.532,0.802,0.421,"PB"
"4965 º","Alenquer",0.564,0.529,0.779,0.436,"PA"
"4965 º","Josenópolis",0.564,0.541,0.782,0.424,"MG"
"4965 º","Araripe",0.564,0.515,0.759,0.459,"CE"
"4965 º","Itapororoca",0.564,0.543,0.757,0.437,"PB"
"4965 º","Cacimba de Dentro",0.564,0.551,0.777,0.419,"PB"
"4965 º","Sítio do Mato",0.564,0.455,0.774,0.509,"BA"
"4965 º","Francinópolis",0.564,0.523,0.722,0.475,"PI"
"4965 º","Coelho Neto",0.564,0.544,0.728,0.454,"MA"
"4965 º","Água Azul do Norte",0.564,0.563,0.797,0.399,"PA"
"4965 º","Igaci",0.564,0.547,0.774,0.424,"AL"
"4965 º","Baixa Grande do Ribeiro",0.564,0.537,0.751,0.446,"PI"
"4965 º","Rafael Jambeiro",0.564,0.538,0.768,0.435,"BA"
"4965 º","Teotônio Vilela",0.564,0.549,0.7,0.466,"AL"
"4984 º","Porto Alegre do Piauí",0.563,0.539,0.732,0.452,"PI"
"4984 º","Salgadinho",0.563,0.531,0.739,0.454,"PB"
"4984 º","Ilha Grande",0.563,0.534,0.708,0.472,"PI"
"4984 º","Vertente do Lério",0.563,0.532,0.726,0.461,"PE"
"4984 º","Presidente Juscelino",0.563,0.452,0.743,0.532,"MA"
"4984 º","Codajás",0.563,0.546,0.775,0.421,"AM"
"4984 º","Eirunepé",0.563,0.548,0.756,0.431,"AM"
